date,domain,price,venue,length,dot_com,hyphen,numbers
2019-07-28,porticoinmobiliaria.com,127,GoDaddy,19,1,0,0
2019-06-07,riceharvestfestival.org,115,GoDaddy,19,0,0,0
2018-08-08,massbotanicgardens.org,100,NameJet,18,0,0,0
2019-06-28,capocha.com,134,GoDaddy,7,1,0,0
2019-06-25,nesties.com,101,NameJet,7,1,0,0
2019-06-24,wvot.com,130,GoDaddy,4,1,0,0
2020-05-10,monteracapital.com,130,Flippa,14,1,0,0
2018-07-14,crmone.com,101,NameJet,6,1,0,0
2019-08-21,cityofkuna.com,101,NameJet,10,1,0,0
2020-01-14,shirin-international.org,125,GoDaddy,20,0,1,0
2018-07-18,digitaldominators.com,103,GoDaddy,17,1,0,0
2019-07-20,bitpetite.com,115,GoDaddy,9,1,0,0
2019-11-29,addoelephant.com,126,GoDaddy,12,1,0,0
2019-11-03,rcreptiles.com,100,GoDaddy,10,1,0,0
2019-02-23,viachrist.com,120,GoDaddy,9,1,0,0
2018-06-25,qmvz.com,110,NameJet,4,1,0,0
2019-07-07,mfand.com,140,GoDaddy,5,1,0,0
2018-05-09,originbiomed.com,139,GoDaddy,12,1,0,0
2016-06-21,mykash.com,110,NameJet,6,1,0,0
2018-10-18,toolbar.org,100,DropCatch,7,0,0,0
2018-03-07,casovo.com,101,DropCatch,6,1,0,0
2018-12-09,andrewsfurniture.com,105,GoDaddy,16,1,0,0
2017-08-22,nuevoleonrestaurant.com,120,GoDaddy,19,1,0,0
2019-08-02,jinyinbao.com,140,DropCatch,9,1,0,0
2019-08-09,pinkponyscottsdale.com,131,GoDaddy,18,1,0,0
2018-12-19,zbbe.com,112,GoDaddy,4,1,0,0
2018-01-22,smallbusinessfinancegroup.com,119,GoDaddy,25,1,0,0
2018-01-24,maclary.com,105,GoDaddy,7,1,0,0
2019-07-05,combated.com,120,GoDaddy,8,1,0,0
2018-09-14,pdc2016.org,111,DropCatch,7,0,0,1
2018-11-15,szjys.net,102,GoDaddy,5,0,0,0
2017-11-03,celebclub.com,124,NameJet,9,1,0,0
2019-12-03,discovering.ai,100,Whois.ai,11,0,0,0
2019-02-27,eojp.com,129,NameJet,4,1,0,0
2018-09-12,338488.com,129,GoDaddy,6,1,0,1
2018-03-28,magicj.com,109,NameJet,6,1,0,0
2018-06-21,pharmea.com,101,DropCatch,7,1,0,0
2018-07-17,balciunas.com,109,GoDaddy,9,1,0,0
2019-12-23,delishfoods.com,108,GoDaddy,11,1,0,0
2018-03-05,asadis.com,115,DropCatch,6,1,0,0
2015-09-01,drinkhealth.com,101,GoDaddy,11,1,0,0
2018-07-31,no-future.com,130,DropCatch,9,1,1,0
2020-05-15,regionaltherapy.com,138,GoDaddy,15,1,0,0
2019-08-28,seekedge.com,111,GoDaddy,8,1,0,0
2019-10-05,runningbet.com,117,GoDaddy,10,1,0,0
2019-04-05,kateball.com,111,GoDaddy,8,1,0,0
2019-02-21,tvonlinegratis.mobi,101,GoDaddy,14,0,0,0
2019-07-11,iewb.com,140,GoDaddy,4,1,0,0
2020-03-29,comefishing.com,103,GoDaddy,11,1,0,0
2019-04-28,modti.com,115,GoDaddy,5,1,0,0
2018-09-12,337488.com,127,GoDaddy,6,1,0,1
2020-03-11,unitednorthamerica.org,116,GoDaddy,18,0,0,0
2019-12-04,actiontoquit.org,128,GoDaddy,12,0,0,0
2017-07-06,ambersoftware.com,120,NameJet,13,1,0,0
2019-03-06,bookglory.com,122,GoDaddy,9,1,0,0
2019-09-03,207171.com,126,GoDaddy,6,1,0,1
2018-10-16,abprinting.com,159,DropCatch,10,1,0,0
2019-07-27,conecel.com,198,GoDaddy,7,1,0,0
2018-02-28,uynq.com,185,NameJet,4,1,0,0
2019-09-06,marriageequalityfacts.org,190,DropCatch,21,0,0,0
2019-06-10,hotnailsmaplegrove.com,195,GoDaddy,18,1,0,0
2019-05-21,ahraralsham.net,185,GoDaddy,11,0,0,0
2020-04-03,lesnezrouges.com,162,DropCatch,12,1,0,0
2020-03-08,cnsenvironmentallaw.com,176,GoDaddy,19,1,0,0
2018-06-04,vitalresponse.com,164,GoDaddy,13,1,0,0
2017-11-09,hcuh.com,178,NameJet,4,1,0,0
2019-03-21,courtyard2017.com,150,GoDaddy,13,1,0,1
2020-04-10,flingstar.com,154,GoDaddy,9,1,0,0
2019-01-06,commoncoremovie.com,200,GoDaddy,15,1,0,0
2017-08-25,lkb.co,160,GoDaddy,3,0,0,0
2018-07-02,geometricvisions.com,174,GoDaddy,16,1,0,0
2017-11-12,eo.to,155,Park.io,2,0,0,0
2020-02-09,qp802.com,199,GoDaddy,5,1,0,1
2017-06-28,egsx.com,180,NameJet,4,1,0,0
2018-11-27,sportdot.com,185,GoDaddy,8,1,0,0
2017-12-22,tfua.com,170,NameJet,4,1,0,0
2020-03-01,trucomputers.com,175,GoDaddy,12,1,0,0
2017-09-10,edivorce.org,199,Flippa,8,0,0,0
2019-07-24,hlyu.com,184,NameJet,4,1,0,0
2017-10-20,choicefunding.com,181,NameJet,13,1,0,0
2018-08-28,longbar.design,198,Flippa,7,0,0,0
2019-06-08,hackademic.com,161,GoDaddy,10,1,0,0
2019-12-31,visiongarments.com,186,GoDaddy,14,1,0,0
2017-07-30,cannabisoregon.com,178,GoDaddy,14,1,0,0
2020-05-20,binzou.com,149,GoDaddy,6,1,0,0
2019-08-22,clarity.me,155,GoDaddy,7,0,0,0
2018-09-29,lonesurvivorfilm.com,150,NameJet,16,1,0,0
2015-12-01,185685.com,159,NameJet,6,1,0,1
2019-02-05,eventdecorator.com,146,DropCatch,14,1,0,0
2018-01-16,velvetunderground.com,159,NameJet,17,1,0,0
2019-05-25,digitalecology.com,141,GoDaddy,14,1,0,0
2018-09-27,swaggear.com,190,NameJet,8,1,0,0
2019-04-18,manuel.io,190,Park.io,6,0,0,0
2017-07-25,cctree.com,165,GoDaddy,6,1,0,0
2018-04-13,yozw.com,171,NameJet,4,1,0,0
2018-06-04,webnurses.com,152,GoDaddy,9,1,0,0
2019-09-04,449388.com,177,GoDaddy,6,1,0,1
2019-09-24,zumatek.com,156,GoDaddy,7,1,0,0
2017-11-29,hkka.com,190,NameJet,4,1,0,0
2017-12-09,teqt.com,160,NameJet,4,1,0,0
2018-09-22,valleedeferney.com,151,DropCatch,14,1,0,0
2018-12-01,seniorapps.com,177,GoDaddy,10,1,0,0
2019-08-10,4999888.com,177,GoDaddy,7,1,0,1
2020-04-06,mpioutdoors.com,154,GoDaddy,11,1,0,0
2018-09-15,mothermind.com,153,GoDaddy,10,1,0,0
2019-05-28,mangastictuts.com,193,GoDaddy,13,1,0,0
2020-04-28,thecelticfestival.com,150,GoDaddy,17,1,0,0
2019-08-14,dynabite.com,194,DropCatch,8,1,0,0
2019-09-15,nestestates.com,166,GoDaddy,11,1,0,0
2019-04-19,luisenriquemusic.com,150,GoDaddy,16,1,0,0
2019-05-11,presse-pro.com,146,GoDaddy,10,1,1,0
2020-02-03,bqhome.com,198,GoDaddy,6,1,0,0
2017-06-27,weddepot.com,188,NameJet,8,1,0,0
2018-06-21,lifespire.com,171,NameJet,9,1,0,0
2020-01-16,mysexual.com,163,GoDaddy,8,1,0,0
2019-07-04,sheamadisonsalon.com,155,GoDaddy,16,1,0,0
2020-01-27,idancemattyping.com,143,GoDaddy,15,1,0,0
2020-01-21,souqe.com,166,GoDaddy,5,1,0,0
2018-01-07,mivochat.info,162,GoDaddy,8,0,0,0
2019-04-29,sirany.com,190,GoDaddy,6,1,0,0
2019-12-17,pinecrestmotelandcabins.com,180,GoDaddy,23,1,0,0
2020-04-25,015333.com,161,GoDaddy,6,1,0,1
2019-09-12,third-way.com,156,GoDaddy,9,1,1,0
2019-03-06,monterno.com,160,NameJet,8,1,0,0
2020-04-10,tab299.com,183,GoDaddy,6,1,0,1
2018-12-23,checksafety.com,171,NameJet,11,1,0,0
2019-05-30,yc5555.com,185,GoDaddy,6,1,0,1
2018-06-26,dominial.com,165,DropCatch,8,1,0,0
2019-06-06,webgamedesign.com,156,GoDaddy,13,1,0,0
2018-05-18,smqe.com,170,NameJet,4,1,0,0
2020-03-17,uymy.com,175,GoDaddy,4,1,0,0
2018-06-15,glxa.com,199,NameJet,4,1,0,0
2019-03-15,rentandsmile.com,200,Sedo,12,1,0,0
2019-05-14,smarttalksuccess.com,200,GoDaddy,16,1,0,0
2017-11-22,innovativedynamics.com,196,GoDaddy,18,1,0,0
2020-01-14,centeredcare.com,154,GoDaddy,12,1,0,0
2018-08-29,anpaper.life,193,Flippa,7,0,0,0
2017-09-12,willisresilience.com,190,DropCatch,16,1,0,0
2019-07-11,a8833.com,148,GoDaddy,5,1,0,1
2019-01-25,hrresearch.com,160,NameJet,10,1,0,0
2018-06-14,kejd.com,190,NameJet,4,1,0,0
2019-04-02,mealshop.com,172,NameJet,8,1,0,0
2020-03-14,risingcircle.org,155,GoDaddy,12,0,0,0
2017-07-22,nolq.com,200,NameJet,4,1,0,0
2018-11-04,kadw.com,149,NameJet,4,1,0,0
2020-03-24,tamar-energy.com,180,GoDaddy,12,1,1,0
2019-09-07,crosscoach.com,162,GoDaddy,10,1,0,0
2019-03-29,makermobile.com,170,GoDaddy,11,1,0,0
2018-08-22,luxelimo.com,158,GoDaddy,8,1,0,0
2017-12-22,wfru.com,162,NameJet,4,1,0,0
2019-05-06,soleraenergy.com,199,DropCatch,12,1,0,0
2019-08-12,veryapeproductions.com,199,GoDaddy,18,1,0,0
2020-01-12,divine.ly,188,Park.io,6,0,0,0
2020-01-22,floridahomebuilder.com,166,GoDaddy,18,1,0,0
2019-12-05,improvedbrain.com,154,GoDaddy,13,1,0,0
2018-09-05,masoninndc.com,160,GoDaddy,10,1,0,0
2018-04-14,softfamily.com,169,DropCatch,10,1,0,0
2019-08-14,bronyathome.org,145,GoDaddy,11,0,0,0
2018-03-11,portal-cnc.com,175,GoDaddy,10,1,1,0
2019-10-03,permaethos.com,142,GoDaddy,10,1,0,0
2019-04-18,layla.net,200,Flippa,5,0,0,0
2019-05-30,ohwr.com,149,NameJet,4,1,0,0
2019-03-09,fbtfilm.com,155,GoDaddy,7,1,0,0
2018-05-31,jpvh.com,159,NameJet,4,1,0,0
2017-10-06,aeacademy.org,149,GoDaddy,9,0,0,0
2018-06-05,ninigan.com,196,GoDaddy,7,1,0,0
2019-05-04,bostonspine.com,166,GoDaddy,11,1,0,0
2019-10-19,payitall.com,173,Sedo,8,1,0,0
2018-11-04,legenie.com,174,NameJet,7,1,0,0
2018-05-08,hnjxdd.com,164,DropCatch,6,1,0,0
2019-02-12,thegoldenhanger.com,184,GoDaddy,15,1,0,0
2019-05-11,hmisoftware.com,174,GoDaddy,11,1,0,0
2019-03-07,wotbstars.com,153,GoDaddy,9,1,0,0
2020-01-23,16milebrewery.com,170,NameJet,13,1,0,1
2020-04-11,hairdry.com,180,GoDaddy,7,1,0,0
2018-09-29,robbieshouseofjazz.com,160,GoDaddy,18,1,0,0
2018-10-29,m-games.org,155,GoDaddy,7,0,1,0
2018-01-03,jyzgw.com,154,DropCatch,5,1,0,0
2019-11-22,unionpostsf.com,162,GoDaddy,11,1,0,0
2018-09-21,pechedecarpe.com,188,GoDaddy,12,1,0,0
2019-07-08,animex-series.com,151,GoDaddy,13,1,1,0
2019-06-14,brewingkits.com,156,Dynadot,11,1,0,0
2019-12-12,lf288.com,147,GoDaddy,5,1,0,1
2020-01-26,stuntdrive.com,187,Dynadot,10,1,0,0
2019-04-14,quotique.com,171,GoDaddy,8,1,0,0
2019-01-25,uggr.com,164,NameJet,4,1,0,0
2018-05-24,pcuw.com,160,NameJet,4,1,0,0
2020-02-02,rolling-tales.com,157,GoDaddy,13,1,1,0
2019-02-26,kumbia.com,198,NameJet,6,1,0,0
2019-08-03,homerestaurantnyc.com,193,GoDaddy,17,1,0,0
2019-11-14,filehunter.com,159,NameJet,10,1,0,0
2018-02-06,fmscommunity.org,160,DropCatch,12,0,0,0
2018-08-19,brianwatkins.com,159,DropCatch,12,1,0,0
2017-12-17,marqii.com,179,GoDaddy,6,1,0,0
2017-10-12,thinstation.com,161,NameJet,11,1,0,0
2019-01-19,luxury.mobi,180,Dynadot,6,0,0,0
2018-01-11,554789.com,200,DropCatch,6,1,0,1
2018-07-31,magic-skins.com,160,DropCatch,11,1,1,0
2018-10-02,aklz.com,184,NameJet,4,1,0,0
2020-02-26,fileautomation.com,180,GoDaddy,14,1,0,0
2020-03-06,gmabooster.com,153,GoDaddy,10,1,0,0
2017-11-21,1119cp.com,171,GoDaddy,6,1,0,1
2018-04-20,stonernews.com,156,GoDaddy,10,1,0,0
2017-07-02,juntunen.com,150,GoDaddy,8,1,0,0
2019-04-12,shalissa.com,175,GoDaddy,8,1,0,0
2018-07-17,feelgoodbrand.com,154,GoDaddy,13,1,0,0
2015-09-04,zgua.com,148,4.CN,4,1,0,0
2017-07-19,hostingninja.com,161,GoDaddy,12,1,0,0
2017-07-28,watchepicdubbed.com,157,Dynadot,15,1,0,0
2018-09-05,boostcode.win,185,Flippa,9,0,0,0
2018-05-21,fitnessfly.com,200,NameJet,10,1,0,0
2017-12-14,iisr-cnc.com,151,DropCatch,8,1,1,0
2018-09-03,payu.net,161,NameJet,4,0,0,0
2020-04-02,southcarolinateapartycoalition.com,155,GoDaddy,30,1,0,0
2017-12-13,costalita.com,170,GoDaddy,9,1,0,0
2019-01-09,propdevelopment.com,194,GoDaddy,15,1,0,0
2020-01-08,kufv.com,145,GoDaddy,4,1,0,0
2018-09-21,cryptoemirates.com,169,GoDaddy,14,1,0,0
2019-05-01,casinodriver.com,166,GoDaddy,12,1,0,0
2020-02-15,funkychic.com,169,DropCatch,9,1,0,0
2019-08-09,ascensive.com,165,GoDaddy,9,1,0,0
2019-09-18,ks-89.com,147,GoDaddy,5,1,1,1
2019-10-05,mianhuatangwucuo.com,163,GoDaddy,16,1,0,0
2019-03-08,commercialdroneservices.com,158,GoDaddy,23,1,0,0
2020-02-03,traidremade.com,165,GoDaddy,11,1,0,0
2018-03-18,fearlesscompetitor.com,180,GoDaddy,18,1,0,0
2018-10-18,dreamcarsite.com,160,GoDaddy,12,1,0,0
2017-11-15,fastcode.org,200,Sedo,8,0,0,0
2019-07-18,atariace.com,155,GoDaddy,8,1,0,0
2017-11-03,thetrendsetters.com,161,GoDaddy,15,1,0,0
2018-09-26,carevine.com,155,GoDaddy,8,1,0,0
2019-10-10,loyalnetwork.com,164,GoDaddy,12,1,0,0
2018-05-19,zrvq.com,160,GoDaddy,4,1,0,0
2019-02-11,vapeaholics.com,147,GoDaddy,11,1,0,0
2020-02-25,conflict-news.com,160,NameJet,13,1,1,0
2019-08-13,sqvi.com,150,GoDaddy,4,1,0,0
2019-10-01,damasa.com,195,GoDaddy,6,1,0,0
2019-09-05,brevetta.com,180,GoDaddy,8,1,0,0
2017-09-21,ohina.com,180,GoDaddy,5,1,0,0
2020-04-16,globalie.com,188,DropCatch,8,1,0,0
2019-06-10,wifeandi.com,194,GoDaddy,8,1,0,0
2019-08-14,joysie.com,181,GoDaddy,6,1,0,0
2020-05-15,creamwhiskers.com,147,GoDaddy,13,1,0,0
2018-05-04,sallyhamilton.com,170,GoDaddy,13,1,0,0
2019-07-26,askcentral.com,150,NameJet,10,1,0,0
2020-01-07,purovita.com,184,GoDaddy,8,1,0,0
2018-11-17,justincaseyouwerewondering.com,142,GoDaddy,26,1,0,0
2019-09-27,americasenergyfuture.com,165,GoDaddy,20,1,0,0
2019-06-02,truvapor.com,160,GoDaddy,8,1,0,0
2019-10-10,cdrhd.com,189,GoDaddy,5,1,0,0
2017-08-12,presquile-saint-tropez.com,154,DropCatch,22,1,1,0
2019-03-19,artworkbdsm.com,148,GoDaddy,11,1,0,0
2018-10-20,resmagonline.com,159,NameJet,12,1,0,0
2017-08-05,cigarsnapshot.com,170,GoDaddy,13,1,0,0
2017-07-31,healthyrecipesguide.com,151,GoDaddy,19,1,0,0
2020-05-01,canadianweedcraft.com,154,GoDaddy,17,1,0,0
2020-02-10,wintegra.com,228,NameJet,8,1,0,0
2019-11-17,nanosatellites.com,308,DropCatch,14,1,0,0
2020-02-21,realestatebig.com,305,GoDaddy,13,1,0,0
2019-01-19,nakedmales.com,272,GoDaddy,10,1,0,0
2017-11-16,stagingservice.com,253,GoDaddy,14,1,0,0
2018-06-30,baseballstrength.com,291,GoDaddy,16,1,0,0
2018-01-11,ousm.com,285,NameJet,4,1,0,0
2018-01-28,tranen.com,303,GoDaddy,6,1,0,0
2020-04-06,loewenthal.com,305,NameJet,10,1,0,0
2018-06-05,systemicrisk.com,230,GoDaddy,12,1,0,0
2019-06-12,cucphuongtourism.com,242,GoDaddy,16,1,0,0
2018-07-31,thedailystyles.com,240,DropCatch,14,1,0,0
2019-06-17,engineeredstone.com,209,NameJet,15,1,0,0
2019-08-19,bluesprings.org,299,DropCatch,11,0,0,0
2019-07-30,houston-injury.com,225,GoDaddy,14,1,1,0
2018-10-02,pj1100.com,282,GoDaddy,6,1,0,1
2019-03-29,calapooiavet.com,209,GoDaddy,12,1,0,0
2019-07-12,brooklineapartments.com,213,NameJet,19,1,0,0
2019-04-14,bet693.com,224,DropCatch,6,1,0,1
2018-08-22,luckybooks.com,285,GoDaddy,10,1,0,0
2020-03-03,bioblastpharma.com,226,GoDaddy,14,1,0,0
2017-11-01,orderhome.com,225,DropCatch,9,1,0,0
2019-12-27,hkv.net,300,DropCatch,3,0,0,0
2020-02-13,betbiz.com,297,GoDaddy,6,1,0,0
2019-06-17,excitado.com,270,GoDaddy,8,1,0,0
2019-02-19,beenaughty.com,205,GoDaddy,10,1,0,0
2018-02-14,startupreactor.com,217,GoDaddy,14,1,0,0
2019-05-09,newyorkduplex.com,283,DropCatch,13,1,0,0
2020-01-23,skindaddy.com,235,GoDaddy,9,1,0,0
2020-04-05,topsoftballrecruits.com,255,GoDaddy,19,1,0,0
2020-03-20,porn888.com,205,GoDaddy,7,1,0,1
2020-04-15,perfectravel.com,216,GoDaddy,12,1,0,0
2019-08-08,smartoplug.com,243,GoDaddy,10,1,0,0
2019-04-10,whybelieveinjesus.com,247,GoDaddy,17,1,0,0
2019-06-25,westmichiganmodularhomes.com,277,GoDaddy,24,1,0,0
2018-06-05,deaipa.com,205,GoDaddy,6,1,0,0
2017-09-02,allmp3s.com,227,GoDaddy,7,1,0,1
2018-06-01,ikandou.com,288,GoDaddy,7,1,0,0
2017-09-20,digitalmediabuzz.com,206,GoDaddy,16,1,0,0
2019-05-18,poptrack.com,234,GoDaddy,8,1,0,0
2019-06-28,vipbag.com,305,GoDaddy,6,1,0,0
2018-10-07,trailforce.com,240,GoDaddy,10,1,0,0
2018-06-25,specialtybenefits.com,288,GoDaddy,17,1,0,0
2019-04-02,winenweed.com,238,GoDaddy,9,1,0,0
2019-02-14,bestbetting-sites.com,206,GoDaddy,17,1,1,0
2019-10-17,programmezone.com,235,GoDaddy,13,1,0,0
2018-04-11,eroticsecret.com,238,NameJet,12,1,0,0
2015-09-04,nba.to,220,Flippa,3,0,0,0
2019-08-06,fern.ai,265,Whois.ai,4,0,0,0
2017-11-24,californiawood.com,293,GoDaddy,14,1,0,0
2018-04-22,500076.com,298,GoDaddy,6,1,0,1
2019-05-15,topsailangler.com,266,GoDaddy,13,1,0,0
2020-04-23,fpoh.com,220,NameJet,4,1,0,0
2019-01-13,bestbirthdaygiftsideas.com,255,GoDaddy,22,1,0,0
2018-09-10,orenergy.com,285,GoDaddy,8,1,0,0
2018-05-23,zzukaoyan.com,201,GoDaddy,9,1,0,0
2017-11-11,essen.co,254,GoDaddy,5,0,0,0
2018-01-29,highlives.com,218,GoDaddy,9,1,0,0
2018-07-16,arhab.com,297,GoDaddy,5,1,0,0
2019-04-29,gidonlinekino.com,251,DropCatch,13,1,0,0
2020-03-25,parkandcharge.com,235,GoDaddy,13,1,0,0
2018-05-16,saltfactory.com,275,NameJet,11,1,0,0
2020-02-21,labera.com,289,DropCatch,6,1,0,0
2017-06-10,localmoms.com,251,NameJet,9,1,0,0
2019-05-21,innenarchitekt.info,277,Sedo,14,0,0,0
2019-08-29,opfd.com,271,NameJet,4,1,0,0
2019-09-14,teletic.com,205,NameJet,7,1,0,0
2019-09-22,felh.com,300,NameJet,4,1,0,0
2018-04-18,rwce.com,205,NameJet,4,1,0,0
2019-06-26,scansearch.com,293,DropCatch,10,1,0,0
2017-07-02,cunxiong.com,291,DropCatch,8,1,0,0
2017-12-30,bellemag.com,293,GoDaddy,8,1,0,0
2019-02-28,highvaluedomains.com,306,NameJet,16,1,0,0
2017-11-17,beezbee.com,300,GoDaddy,7,1,0,0
2017-10-22,morphex.com,222,DropCatch,7,1,0,0
2018-07-26,000376.com,206,DropCatch,6,1,0,1
2018-06-14,helloholidays.com,306,NameJet,13,1,0,0
2018-11-05,adhdbook.com,290,GoDaddy,8,1,0,0
2017-10-12,maxero.com,265,GoDaddy,6,1,0,0
2017-09-06,copywriterunderground.com,275,NameJet,21,1,0,0
2018-02-14,xrqe.com,300,NameJet,4,1,0,0
2018-06-14,gawm.com,278,DropCatch,4,1,0,0
2017-09-06,mzdxjxx.com,304,DropCatch,7,1,0,0
2018-07-05,sponsoredbythesun.org,203,GoDaddy,17,0,0,0
2019-10-29,vrbee.com,238,GoDaddy,5,1,0,0
2019-09-15,budapp.com,271,DropCatch,6,1,0,0
2019-08-06,afterswipe.com,235,GoDaddy,10,1,0,0
2019-07-01,adhere.org,274,GoDaddy,6,0,0,0
2019-08-11,8.cool,288,Dynadot,1,0,0,1
2017-07-18,0h6.com,206,Sedo,3,1,0,1
2020-03-09,gkrealty.com,254,GoDaddy,8,1,0,0
2018-10-24,plusapps.com,245,GoDaddy,8,1,0,0
2018-12-02,accelly.com,264,DropCatch,7,1,0,0
2018-06-15,lovetheater.com,217,GoDaddy,11,1,0,0
2020-05-20,rgmotorsports.com,220,GoDaddy,13,1,0,0
2019-11-08,opws.com,207,Bido,4,1,0,0
2019-10-16,focus.ly,297,Park.io,5,0,0,0
2019-04-01,q669.com,203,GoDaddy,4,1,0,1
2019-08-19,subamachinery.com,256,GoDaddy,13,1,0,0
2018-03-30,altarnative.com,208,GoDaddy,11,1,0,0
2019-11-19,redhawkenergy.com,281,GoDaddy,13,1,0,0
2018-11-06,rombar.com,213,GoDaddy,6,1,0,0
2019-10-16,hexa.ai,227,Whois.ai,4,0,0,0
2018-01-24,agrobar.com,204,DropCatch,7,1,0,0
2019-01-18,kpkgroup.com,220,GoDaddy,8,1,0,0
2020-02-10,hamabenochaya.com,202,GoDaddy,13,1,0,0
2020-04-12,win17.com,279,GoDaddy,5,1,0,1
2019-04-22,builtbyso.com,239,GoDaddy,9,1,0,0
2019-10-05,pewtube.com,292,GoDaddy,7,1,0,0
2018-06-16,flint.co,238,NameJet,5,0,0,0
2019-05-21,w131.com,223,GoDaddy,4,1,0,1
2019-02-16,truthabouthemp.org,305,GoDaddy,14,0,0,0
2018-07-03,313210.com,251,DropCatch,6,1,0,1
2017-12-30,liilii.com,245,GoDaddy,6,1,0,0
2018-05-18,positivepath.net,205,GoDaddy,12,0,0,0
2020-05-07,wncomic.com,247,GoDaddy,7,1,0,0
2018-11-30,ellenburstyn.net,266,GoDaddy,12,0,0,0
2018-10-25,sharkart.com,237,DropCatch,8,1,0,0
2019-07-10,timeninja.com,236,GoDaddy,9,1,0,0
2020-02-02,xn--fhqs25p.com,210,GoDaddy,11,1,1,1
2019-07-05,mapfactory.com,211,GoDaddy,10,1,0,0
2019-09-07,aboveborders.com,220,GoDaddy,12,1,0,0
2019-05-18,baton.io,212,Park.io,5,0,0,0
2018-01-04,nailartdesigns.com,226,GoDaddy,14,1,0,0
2019-02-26,sketchie.com,255,GoDaddy,8,1,0,0
2017-11-16,mirabellen.com,236,Sedo,10,1,0,0
2020-04-14,mobileflash.com,204,GoDaddy,11,1,0,0
2019-03-23,convertmusic.com,218,GoDaddy,12,1,0,0
2020-05-19,weddingcoordination.com,251,GoDaddy,19,1,0,0
2020-03-24,realvampirenews.com,202,GoDaddy,15,1,0,0
2020-02-13,420houses.com,305,GoDaddy,9,1,0,1
2017-10-03,fernvalleyhotel.com,275,GoDaddy,15,1,0,0
2019-03-16,zccapital.com,249,NameJet,9,1,0,0
2018-02-03,vanguarddesign.com,225,GoDaddy,14,1,0,0
2019-12-02,docclip.com,203,GoDaddy,7,1,0,0
2019-07-13,bopstermedia56.com,249,DropCatch,14,1,0,1
2017-06-28,alliancees.org,285,NameJet,10,0,0,0
2019-09-23,crazyvr.com,253,GoDaddy,7,1,0,0
2020-05-10,60259.com,305,GoDaddy,5,1,0,1
2020-01-16,hg807.com,221,GoDaddy,5,1,0,1
2019-08-08,mangoshake.com,221,GoDaddy,10,1,0,0
2020-02-24,331616.com,265,DropCatch,6,1,0,1
2019-02-06,makeyourlifeeasy.com,203,GoDaddy,16,1,0,0
2019-06-20,overmoon.com,256,GoDaddy,8,1,0,0
2015-07-08,saturdayjobs.com,202,GoDaddy,12,1,0,0
