domain,price,currency,date,source,tld,keyword,position
smartbuild.com,26745,USD,2026-06-14,augmented_keyword,com,build,end
buildsmart.com,16321,USD,2026-06-14,augmented_keyword,com,build,start
onlinebuildglobal.net,49799,USD,2026-06-14,augmented_keyword,net,build,middle
hqbuild.com,7562,USD,2026-06-14,augmented_keyword,com,build,end
digitalbuildlab.com,53719,USD,2026-06-14,augmented_keyword,com,build,middle
newbuild.com,9533,USD,2026-06-14,augmented_keyword,com,build,end
build.io,29162,USD,2026-06-14,augmented_keyword,io,build,exact
nowbuild.com,5948,USD,2026-06-14,augmented_keyword,com,build,end
buildco.com,23829,USD,2026-06-14,augmented_keyword,com,build,start
buildtop.com,3493,USD,2026-06-14,augmented_keyword,com,build,start
buildmax.com,22718,USD,2026-06-14,augmented_keyword,com,build,start
buildnew.app,50410,USD,2026-06-14,augmented_keyword,app,build,start
buildcloud.ai,11509,USD,2026-06-14,augmented_keyword,ai,build,start
plusbuildcorp.com,51056,USD,2026-06-14,augmented_keyword,com,build,middle
buildplus.io,8497,USD,2026-06-14,augmented_keyword,io,build,start
buildonline.shop,23983,USD,2026-06-14,augmented_keyword,shop,build,start
shopbuild.com,12266,USD,2026-06-14,augmented_keyword,com,build,end
buildly.org,27245,USD,2026-06-14,augmented_keyword,org,build,start
getbuild.com,5997,USD,2026-06-14,augmented_keyword,com,build,end
webbuildapp.com,14962,USD,2026-06-14,augmented_keyword,com,build,middle
worldbuild.us,49365,USD,2026-06-14,augmented_keyword,us,build,end
thebuild.io,7387,USD,2026-06-14,augmented_keyword,io,build,end
buildgroup.com,7389,USD,2026-06-14,augmented_keyword,com,build,start
thebuild.com,80638,USD,2026-06-14,augmented_keyword,com,build,end
buildget.com,37603,USD,2026-06-14,augmented_keyword,com,build,start
webbuild.com,33200,USD,2026-06-14,augmented_keyword,com,build,end
builddigital.io,13031,USD,2026-06-14,augmented_keyword,io,build,start
build.co,58291,USD,2026-06-14,augmented_keyword,co,build,exact
build.de,8043,USD,2026-06-14,augmented_keyword,de,build,exact
shopbuildgroup.io,10639,USD,2026-06-14,augmented_keyword,io,build,middle
buildable.com,17323,USD,2026-06-14,augmented_keyword,com,build,start
easybuild.org,60686,USD,2026-06-14,augmented_keyword,org,build,end
buildify.com,13555,USD,2026-06-14,augmented_keyword,com,build,start
build.dev,66741,USD,2026-06-14,augmented_keyword,dev,build,exact
buildmedia.site,60014,USD,2026-06-14,augmented_keyword,site,build,start
buildai.com,47247,USD,2026-06-14,augmented_keyword,com,build,start
buildshop.com,19187,USD,2026-06-14,augmented_keyword,com,build,start
storebuildcloud.ai,25691,USD,2026-06-14,augmented_keyword,ai,build,middle
buildworld.com,54022,USD,2026-06-14,augmented_keyword,com,build,start
buybuildbest.net,10602,USD,2026-06-14,augmented_keyword,net,build,middle
storebuild.com,26307,USD,2026-06-14,augmented_keyword,com,build,end
buildplus.co.uk,81114,USD,2026-06-14,augmented_keyword,co.uk,build,start
build.online,15387,USD,2026-06-14,augmented_keyword,online,build,exact
digitalbuild.info,24220,USD,2026-06-14,augmented_keyword,info,build,end
hqbuild.org,82200,USD,2026-06-14,augmented_keyword,org,build,end
build.shop,5239,USD,2026-06-14,augmented_keyword,shop,build,exact
buildeasy.co,16078,USD,2026-06-14,augmented_keyword,co,build,start
thebuildable.com,28515,USD,2026-06-14,augmented_keyword,com,build,middle
buildhq.co.uk,14596,USD,2026-06-14,augmented_keyword,co.uk,build,start
build.xyz,16693,USD,2026-06-14,augmented_keyword,xyz,build,exact
buildly.com,9897,USD,2026-06-14,augmented_keyword,com,build,start
buildbox.com,8087,USD,2026-06-14,augmented_keyword,com,build,start
hubbuild.org,12014,USD,2026-06-14,augmented_keyword,org,build,end
buildhub.net,5197,USD,2026-06-14,augmented_keyword,net,build,start
build.site,24972,USD,2026-06-14,augmented_keyword,site,build,exact
build.net,26328,USD,2026-06-14,augmented_keyword,net,build,exact
plusbuild.com,44146,USD,2026-06-14,augmented_keyword,com,build,end
buildeasy.com,12412,USD,2026-06-14,augmented_keyword,com,build,start
hubbuild.com,27006,USD,2026-06-14,augmented_keyword,com,build,end
maxbuild.com,9714,USD,2026-06-14,augmented_keyword,com,build,end
buildinc.org,45728,USD,2026-06-14,augmented_keyword,org,build,start
build.club,28552,USD,2026-06-14,augmented_keyword,club,build,exact
mybuild.com,29307,USD,2026-06-14,augmented_keyword,com,build,end
easybuild.com,12970,USD,2026-06-14,augmented_keyword,com,build,end
mybuildshop.com,11785,USD,2026-06-14,augmented_keyword,com,build,middle
gobuildio.com,4765,USD,2026-06-14,augmented_keyword,com,build,middle
buybuild.io,32255,USD,2026-06-14,augmented_keyword,io,build,end
groupbuild.org,35513,USD,2026-06-14,augmented_keyword,org,build,end
buildllc.co,18418,USD,2026-06-14,augmented_keyword,co,build,start
buildlab.com,14095,USD,2026-06-14,augmented_keyword,com,build,start
worldbuildmedia.org,5357,USD,2026-06-14,augmented_keyword,org,build,middle
shopbuild.online,15847,USD,2026-06-14,augmented_keyword,online,build,end
buildbest.com,5119,USD,2026-06-14,augmented_keyword,com,build,start
webbuildweb.online,27146,USD,2026-06-14,augmented_keyword,online,build,middle
buildify.net,22009,USD,2026-06-14,augmented_keyword,net,build,start
buildcorp.com,16816,USD,2026-06-14,augmented_keyword,com,build,start
build.tech,14681,USD,2026-06-14,augmented_keyword,tech,build,exact
fastbuildcloud.com,31470,USD,2026-06-14,augmented_keyword,com,build,middle
buildfast.com,7279,USD,2026-06-14,augmented_keyword,com,build,start
buildable.io,10784,USD,2026-06-14,augmented_keyword,io,build,start
buildglobal.net,6426,USD,2026-06-14,augmented_keyword,net,build,start
onlinebuild.com,9410,USD,2026-06-14,augmented_keyword,com,build,end
buildglobal.ai,8083,USD,2026-06-14,augmented_keyword,ai,build,start
buildbox.tv,13076,USD,2026-06-14,augmented_keyword,tv,build,start
easylow.de,17126,USD,2026-06-14,augmented_keyword,de,low,end
low.com,13735,USD,2026-06-14,augmented_keyword,com,low,exact
mylow.com,7871,USD,2026-06-14,augmented_keyword,com,low,end
lowapp.org,13369,USD,2026-06-14,augmented_keyword,org,low,start
low.de,3599,USD,2026-06-14,augmented_keyword,de,low,exact
hublow.ai,6904,USD,2026-06-14,augmented_keyword,ai,low,end
lowmax.com,10325,USD,2026-06-14,augmented_keyword,com,low,start
pluslowable.com,6113,USD,2026-06-14,augmented_keyword,com,low,middle
low.tech,20148,USD,2026-06-14,augmented_keyword,tech,low,exact
lowcorp.de,7969,USD,2026-06-14,augmented_keyword,de,low,start
low.co.uk,7865,USD,2026-06-14,augmented_keyword,co.uk,low,exact
lowstore.com,8016,USD,2026-06-14,augmented_keyword,com,low,start
newlow.de,12750,USD,2026-06-14,augmented_keyword,de,low,end
low.io,19002,USD,2026-06-14,augmented_keyword,io,low,exact
hublowable.de,16452,USD,2026-06-14,augmented_keyword,de,low,middle
weblowable.net,15651,USD,2026-06-14,augmented_keyword,net,low,middle
low.club,9193,USD,2026-06-14,augmented_keyword,club,low,exact
golowweb.de,11646,USD,2026-06-14,augmented_keyword,de,low,middle
low.net,9667,USD,2026-06-14,augmented_keyword,net,low,exact
maxlow.de,4014,USD,2026-06-14,augmented_keyword,de,low,end
lowstore.de,12569,USD,2026-06-14,augmented_keyword,de,low,start
bestlow.com,6891,USD,2026-06-14,augmented_keyword,com,low,end
low.xyz,16321,USD,2026-06-14,augmented_keyword,xyz,low,exact
hublowgo.tech,7671,USD,2026-06-14,augmented_keyword,tech,low,middle
digitallow.com,4702,USD,2026-06-14,augmented_keyword,com,low,end
lowai.de,10827,USD,2026-06-14,augmented_keyword,de,low,start
lowapp.com,12801,USD,2026-06-14,augmented_keyword,com,low,start
lowfast.com,24830,USD,2026-06-14,augmented_keyword,com,low,start
low.us,5442,USD,2026-06-14,augmented_keyword,us,low,exact
globallow.com,19661,USD,2026-06-14,augmented_keyword,com,low,end
storelowbest.io,9232,USD,2026-06-14,augmented_keyword,io,low,middle
newlow.ai,19943,USD,2026-06-14,augmented_keyword,ai,low,end
lowworld.com,9137,USD,2026-06-14,augmented_keyword,com,low,start
onlinelow.de,14941,USD,2026-06-14,augmented_keyword,de,low,end
newlowapp.de,11120,USD,2026-06-14,augmented_keyword,de,low,middle
newlowweb.com,4078,USD,2026-06-14,augmented_keyword,com,low,middle
