domain,price,currency,date,source,venue,tld
ingles.com,400000,USD,2020-12-31,dnjournal_ytd,,com
oov.com,400000,USD,2024-12-31,dnjournal_ytd,,com
giveaway.com,400000,USD,2023-12-31,dnjournal_ytd,,com
betting.online,400000,USD,2023-12-31,dnjournal_ytd,,online
pain.com,399999,USD,2018-12-14,zachwill_sampled,Sedo,com
boatsforsale.com,396769,USD,2020-12-31,dnjournal_ytd,,com
steam.com,390560,USD,2021-12-31,dnjournal_ytd,,com
tophotels.com,380000,USD,2023-12-31,dnjournal_ytd,,com
tbc.com,375000,USD,2021-12-31,dnjournal_ytd,,com
domainnames.com,370000,USD,2019-01-29,zachwill_sampled,NamesCon,com
ddl.com,359000,USD,2022-12-31,dnjournal_ytd,,com
pfp.com,353000,USD,2023-12-31,dnjournal_ytd,,com
bico.com,350000,USD,2021-12-31,dnjournal_ytd,,com
wwi.com,350000,USD,2024-12-31,dnjournal_ytd,,com
babyandbeyond.com,350000,USD,2024-12-31,dnjournal_ytd,,com
portugal.com,350000,USD,2021-12-31,dnjournal_ytd,,com
velvet.com,350000,USD,2021-12-31,dnjournal_ytd,,com
exclusive.com,350000,USD,2021-12-31,dnjournal_ytd,,com
arizona.com,350000,USD,2021-12-31,dnjournal_ytd,,com
grt.com,336600,USD,2022-12-31,dnjournal_ytd,,com
monero.com,316250,USD,2021-12-31,dnjournal_ytd,,com
palace.com,306000,USD,2020-12-31,dnjournal_ytd,,com
tactic.com,303295,USD,2023-12-31,dnjournal_ytd,,com
pose.com,302670,USD,2024-12-31,dnjournal_ytd,,com
strength.com,300001,USD,2018-08-16,zachwill_sampled,Flippa,com
cancel.com,300000,USD,2024-12-31,dnjournal_ytd,,com
txt.com,300000,USD,2023-12-31,dnjournal_ytd,,com
binance.ae,300000,USD,2021-12-31,dnjournal_ytd,,ae
eth.co,300000,USD,2021-12-31,dnjournal_ytd,,co
badger.com,300000,USD,2021-12-31,dnjournal_ytd,,com
fsl.com,300000,USD,2024-12-31,dnjournal_ytd,,com
vegetarian.com,300000,USD,2023-12-31,dnjournal_ytd,,com
yourride.com,300000,USD,2023-12-31,dnjournal_ytd,,com
oet.com,300000,USD,2022-12-31,dnjournal_ytd,,com
mortgagebroker.com.au,295000,USD,2024-12-31,dnjournal_ytd,,au
maxima.com,295000,USD,2021-12-31,dnjournal_ytd,,com
trill.com,289000,USD,2024-12-31,dnjournal_ytd,,com
bowman.com,281000,USD,2021-12-31,dnjournal_ytd,,com
weshare.com,280000,USD,2021-12-31,dnjournal_ytd,,com
money.com.au,280000,USD,2019-06-28,zachwill_sampled,Private,au
kick.com,276077,USD,2020-12-31,dnjournal_ytd,,com
plans.com,275000,USD,2023-12-31,dnjournal_ytd,,com
wmp.com,275000,USD,2017-09-06,zachwill_sampled,Sedo,com
galatea.com,275000,USD,2024-12-31,dnjournal_ytd,,com
spend.com,275000,USD,2017-11-24,zachwill_sampled,Sedo,com
skywin.com,275000,USD,2023-12-31,dnjournal_ytd,,com
girlfriend.ai,274610,USD,2024-12-31,dnjournal_ytd,,ai
important.com,270000,USD,2021-12-31,dnjournal_ytd,,com
canadian.com,269000,USD,2021-12-31,dnjournal_ytd,,com
ipl.com,265000,USD,2024-12-31,dnjournal_ytd,,com
results.com,264000,USD,2020-12-31,dnjournal_ytd,,com
cognitiveautomation.com,260000,USD,2022-12-31,dnjournal_ytd,,com
hdl.com,260000,USD,2023-12-31,dnjournal_ytd,,com
stack.ai,258888,USD,2023-12-31,dnjournal_ytd,,ai
z.org,257000,USD,2022-12-31,dnjournal_ytd,,org
casino.ro,253268,USD,2018-10-10,zachwill_sampled,Sedo,ro
calculator.com,250899,USD,2018-12-07,zachwill_sampled,Sedo,com
laura.com,250000,USD,2022-12-31,dnjournal_ytd,,com
laced.com,250000,USD,2021-12-31,dnjournal_ytd,,com
sound.ai,250000,USD,2024-12-31,dnjournal_ytd,,ai
whiskey.com,250000,USD,2023-12-31,dnjournal_ytd,,com
npc.ai,250000,USD,2023-12-31,dnjournal_ytd,,ai
followup.com,250000,USD,2021-12-31,dnjournal_ytd,,com
plunge.com,250000,USD,2023-12-31,dnjournal_ytd,,com
taxes.com,250000,USD,2019-01-04,zachwill_sampled,Sedo,com
madeiniran.com,250000,USD,2024-12-31,dnjournal_ytd,,com
onyx.com,250000,USD,2023-12-31,dnjournal_ytd,,com
bobber.com,250000,USD,2022-12-31,dnjournal_ytd,,com
acquire.com,240020,USD,2022-12-31,dnjournal_ytd,,com
betz.com,240000,USD,2024-12-31,dnjournal_ytd,,com
kaffee.de,237474,USD,2017-08-26,zachwill_sampled,Sedo,de
ala.com,234000,USD,2024-12-31,dnjournal_ytd,,com
sexe.com,231223,USD,2019-09-17,zachwill_sampled,Sedo,com
mint.io,230000,USD,2021-12-31,dnjournal_ytd,,io
timely.com,228825,USD,2024-12-31,dnjournal_ytd,,com
kindness.com,227002,USD,2022-12-31,dnjournal_ytd,,com
picture.com,225000,USD,2020-12-31,dnjournal_ytd,,com
humanity.org,225000,USD,2024-12-31,dnjournal_ytd,,org
star.org,225000,USD,2018-03-02,zachwill_sampled,Sedo,org
patience.com,221780,USD,2022-12-31,dnjournal_ytd,,com
gab.com,220000,USD,2018-09-13,zachwill_sampled,Flippa,com
triple.com,220000,USD,2021-12-31,dnjournal_ytd,,com
gbr.com,206850,USD,2022-12-31,dnjournal_ytd,,com
free.co.uk,205000,USD,2020-12-31,dnjournal_ytd,,uk
cybersecurityjobs.com,205000,USD,2022-12-31,dnjournal_ytd,,com
fiasco.com,203500,USD,2023-12-31,dnjournal_ytd,,com
airplay.com,202000,USD,2023-12-31,dnjournal_ytd,,com
believe.com,200915,USD,2020-12-31,dnjournal_ytd,,com
bodo.com,200000,USD,2021-12-31,dnjournal_ytd,,com
profitable.com,200000,USD,2020-12-31,dnjournal_ytd,,com
aoa.com,200000,USD,2020-12-31,dnjournal_ytd,,com
casino.bet,200000,USD,2024-12-31,dnjournal_ytd,,bet
please.ai,200000,USD,2024-12-31,dnjournal_ytd,,ai
shop.app,200000,USD,2020-03-27,zachwill_sampled,Sedo,app
let.com,200000,USD,2021-12-31,dnjournal_ytd,,com
yae.com,200000,USD,2022-12-31,dnjournal_ytd,,com
fluid.io,199995,USD,2024-12-31,dnjournal_ytd,,io
miri.com,199995,USD,2023-12-31,dnjournal_ytd,,com
bull.xyz,199888,USD,2022-12-31,dnjournal_ytd,,xyz
https.com,197000,USD,2021-12-31,dnjournal_ytd,,com
bath.com,195000,USD,2020-12-31,dnjournal_ytd,,com
palestine.com,194400,USD,2023-12-31,dnjournal_ytd,,com
rvsforsale.com,194213,USD,2021-12-31,dnjournal_ytd,,com
crystals.com,188000,USD,2019-06-28,zachwill_sampled,Sedo,com
it.co.uk,187200,USD,2020-12-31,dnjournal_ytd,,uk
medal.com,185728,USD,2022-12-31,dnjournal_ytd,,com
exchangerates.com,180000,USD,2021-12-31,dnjournal_ytd,,com
electriccar.com,180000,USD,2020-05-12,zachwill_sampled,Sedo,com
betu.com,180000,USD,2021-12-31,dnjournal_ytd,,com
listing.com,180000,USD,2021-12-31,dnjournal_ytd,,com
prove.com,175000,USD,2020-12-31,dnjournal_ytd,,com
blunt.com,175000,USD,2022-12-31,dnjournal_ytd,,com
rake.com,175000,USD,2022-12-31,dnjournal_ytd,,com
smartwallet.com,175000,USD,2021-12-31,dnjournal_ytd,,com
bookstore.com,175000,USD,2021-12-31,dnjournal_ytd,,com
metaverse.io,175000,USD,2021-12-31,dnjournal_ytd,,io
solarenergy.com,175000,USD,2023-12-31,dnjournal_ytd,,com
unchained.com,174999,USD,2021-12-31,dnjournal_ytd,,com
bao.com,172984,USD,2020-03-25,zachwill_sampled,4.CN,com
ready.org,169888,USD,2020-12-31,dnjournal_ytd,,org
dealmaker.com,168000,USD,2021-12-31,dnjournal_ytd,,com
viajes.es,164746,USD,2019-07-10,zachwill_sampled,Sedo,es
fsm.com,161719,USD,2021-12-31,dnjournal_ytd,,com
bier.de,160497,USD,2020-04-24,zachwill_sampled,Sedo,de
x.game,160000,USD,2024-12-31,dnjournal_ytd,,game
soulmate.com,160000,USD,2018-02-28,zachwill_sampled,Flippa,com
glance.com,160000,USD,2019-09-17,zachwill_sampled,Sedo,com
nfc.com,160000,USD,2023-12-31,dnjournal_ytd,,com
fume.com,160000,USD,2021-12-31,dnjournal_ytd,,com
scottish.com,155000,USD,2021-12-31,dnjournal_ytd,,com
can.com,155000,USD,2018-01-23,zachwill_sampled,Sedo,com
ecommerce.de,152000,USD,2021-12-31,dnjournal_ytd,,de
fanbase.com,151000,USD,2020-12-31,dnjournal_ytd,,com
nuum.com,150000,USD,2023-12-31,dnjournal_ytd,,com
user.com,150000,USD,2018-10-30,zachwill_sampled,Sedo,com
cgd.com,150000,USD,2021-12-31,dnjournal_ytd,,com
hot7.com,150000,USD,2023-12-31,dnjournal_ytd,,com
7.io,150000,USD,2024-12-31,dnjournal_ytd,,io
cluster.com,150000,USD,2021-12-31,dnjournal_ytd,,com
foreveryoung.com,150000,USD,2020-12-31,dnjournal_ytd,,com
technologyholdings.com,150000,USD,2022-12-31,dnjournal_ytd,,com
gian.com,150000,USD,2022-12-31,dnjournal_ytd,,com
copymarkets.com,150000,USD,2021-12-31,dnjournal_ytd,,com
mindsprint.com,150000,USD,2024-12-31,dnjournal_ytd,,com
bettingtips.com,150000,USD,2020-02-19,zachwill_sampled,Sedo,com
throne.com,150000,USD,2023-12-31,dnjournal_ytd,,com
swiper.com,150000,USD,2023-12-31,dnjournal_ytd,,com
schematic.com,150000,USD,2023-12-31,dnjournal_ytd,,com
super.net,150000,USD,2024-12-31,dnjournal_ytd,,net
mules.com,150000,USD,2021-12-31,dnjournal_ytd,,com
mindmesh.com,150000,USD,2026-06-12,dnjournal,,com
chronic.com,150000,USD,2021-12-31,dnjournal_ytd,,com
skates.com,150000,USD,2021-12-31,dnjournal_ytd,,com
fxt.com,150000,USD,2018-08-22,zachwill_sampled,Sedo,com
eshop.com,148134,USD,2021-12-31,dnjournal_ytd,,com
memento.com,148000,USD,2020-12-31,dnjournal_ytd,,com
864.com,147000,USD,2018-11-02,zachwill_sampled,NameJet,com
accelerator.com,145050,USD,2023-12-31,dnjournal_ytd,,com
skweezer.net,144000,USD,2021-12-31,dnjournal_ytd,,net
btc365.com,143480,USD,2021-12-31,dnjournal_ytd,,com
lawyersnearme.com,140409,USD,2022-12-31,dnjournal_ytd,,com
1m.com,140001,USD,2018-11-18,zachwill_sampled,Flippa,com
debounce.com,140000,USD,2024-12-31,dnjournal_ytd,,com
isign.com,140000,USD,2022-12-31,dnjournal_ytd,,com
coa.com,140000,USD,2023-12-31,dnjournal_ytd,,com
golf.ai,140000,USD,2024-12-31,dnjournal_ytd,,ai
edit.com,140000,USD,2018-03-14,zachwill_sampled,Sedo,com
zcg.com,140000,USD,2020-12-31,dnjournal_ytd,,com
69bet.com,140000,USD,2024-12-31,dnjournal_ytd,,com
ctx.com,139001,USD,2019-12-05,zachwill_sampled,GoDaddy,com
bad.de,138443,USD,2018-09-06,zachwill_sampled,Sedo,de
cope.com,138000,USD,2021-12-31,dnjournal_ytd,,com
linktree.com,138000,USD,2021-12-31,dnjournal_ytd,,com
link.co,135000,USD,2021-12-31,dnjournal_ytd,,co
cv.co,130000,USD,2024-12-31,dnjournal_ytd,,co
blueprint.ai,130000,USD,2024-12-31,dnjournal_ytd,,ai
majoris.com,130000,USD,2023-12-31,dnjournal_ytd,,com
nbx.com,130000,USD,2018-07-05,zachwill_sampled,Sedo,com
djs.com,130000,USD,2019-01-29,zachwill_sampled,NamesCon,com
riki.com,130000,USD,2024-12-31,dnjournal_ytd,,com
win.ai,130000,USD,2024-12-31,dnjournal_ytd,,ai
betex.com,129995,USD,2024-12-31,dnjournal_ytd,,com
wallpapers.com,129500,USD,2020-12-31,dnjournal_ytd,,com
viv.com,129375,USD,2021-12-31,dnjournal_ytd,,com
tema.com,128938,USD,2020-05-14,zachwill_sampled,DropCatch,com
ymcdn.com,127801,USD,2019-09-19,zachwill_sampled,GoDaddy,com
flo.com,127258,USD,2018-05-31,zachwill_sampled,Sedo,com
dae.com,126000,USD,2019-11-19,zachwill_sampled,GoDaddy,com
gradient.com,125001,USD,2017-11-20,zachwill_sampled,GoDaddy,com
lendable.com,125000,USD,2020-12-31,dnjournal_ytd,,com
auger.com,125000,USD,2024-12-31,dnjournal_ytd,,com
agents.ai,125000,USD,2023-12-31,dnjournal_ytd,,ai
ila.com,125000,USD,2018-08-22,zachwill_sampled,Sedo,com
live.chat,125000,USD,2020-12-31,dnjournal_ytd,,chat
hero.io,125000,USD,2023-12-31,dnjournal_ytd,,io
elmer.com,125000,USD,2022-12-31,dnjournal_ytd,,com
clearstreet.com,125000,USD,2021-12-31,dnjournal_ytd,,com
cryptouniversity.com,125000,USD,2022-12-31,dnjournal_ytd,,com
expireddomains.com,125000,USD,2021-12-31,dnjournal_ytd,,com
proton.org,125000,USD,2022-12-31,dnjournal_ytd,,org
cows.com,125000,USD,2021-12-31,dnjournal_ytd,,com
0.io,125000,USD,2024-12-31,dnjournal_ytd,,io
vehicle.com,121675,USD,2020-12-31,dnjournal_ytd,,com
eleven.io,121000,USD,2023-12-31,dnjournal_ytd,,io
stoneage.com,120200,USD,2023-12-31,dnjournal_ytd,,com
goon.com,120000,USD,2021-12-31,dnjournal_ytd,,com
secondbrain.com,120000,USD,2023-12-31,dnjournal_ytd,,com
ledger.io,120000,USD,2021-12-31,dnjournal_ytd,,io
ev.fr,120000,USD,2022-12-31,dnjournal_ytd,,fr
limit.com,120000,USD,2021-12-31,dnjournal_ytd,,com
fantasy.ai,120000,USD,2024-12-31,dnjournal_ytd,,ai
porn.co,120000,USD,2021-12-31,dnjournal_ytd,,co
sino.xyz,119911,USD,2022-12-31,dnjournal_ytd,,xyz
on.de,119000,USD,2021-12-31,dnjournal_ytd,,de
io.net,118000,USD,2023-12-31,dnjournal_ytd,,net
plp.com,117500,USD,2021-12-31,dnjournal_ytd,,com
wg.de,116488,USD,2018-10-26,zachwill_sampled,Sedo,de
wbs.com,115000,USD,2020-12-31,dnjournal_ytd,,com
mixed.com,115000,USD,2022-12-31,dnjournal_ytd,,com
review.ai,115000,USD,2024-12-31,dnjournal_ytd,,ai
plains.com,115000,USD,2020-12-31,dnjournal_ytd,,com
verano.com,115000,USD,2021-12-31,dnjournal_ytd,,com
symphonic.com,115000,USD,2021-12-31,dnjournal_ytd,,com
terry.com,114000,USD,2021-12-31,dnjournal_ytd,,com
candyshop.com,112125,USD,2021-12-31,dnjournal_ytd,,com
caretaker.com,112000,USD,2020-12-31,dnjournal_ytd,,com
veteransday.com,112000,USD,2021-12-31,dnjournal_ytd,,com
stop.com,110000,USD,2019-01-29,zachwill_sampled,NamesCon,com
wrap.xyz,110000,USD,2022-12-31,dnjournal_ytd,,xyz
betify.com,110000,USD,2022-12-31,dnjournal_ytd,,com
precise.ai,110000,USD,2023-12-31,dnjournal_ytd,,ai
buoy.com,110000,USD,2019-11-20,zachwill_sampled,Sedo,com
mim.com,110000,USD,2020-12-31,dnjournal_ytd,,com
bc.xyz,110000,USD,2023-12-31,dnjournal_ytd,,xyz
profile.net,108897,USD,2024-12-31,dnjournal_ytd,,net
confirm.com,108000,USD,2020-12-31,dnjournal_ytd,,com
january.com,107000,USD,2020-12-31,dnjournal_ytd,,com
vaninsurance.co.uk,106769,USD,2020-12-31,dnjournal_ytd,,uk
daga.com,106000,USD,2023-12-31,dnjournal_ytd,,com
capital.xyz,105000,USD,2022-12-31,dnjournal_ytd,,xyz
gaming.io,105000,USD,2022-12-31,dnjournal_ytd,,io
evo.io,105000,USD,2024-12-31,dnjournal_ytd,,io
crew.ai,104900,USD,2024-12-31,dnjournal_ytd,,ai
profile.xyz,104000,USD,2022-12-31,dnjournal_ytd,,xyz
sportsbet.xyz,103910,USD,2022-12-31,dnjournal_ytd,,xyz
iagent.com,102000,USD,2020-12-31,dnjournal_ytd,,com
auto.ae,101000,USD,2022-12-31,dnjournal_ytd,,ae
greenstreet.com,100890,USD,2020-12-31,dnjournal_ytd,,com
homefinance.com,100890,USD,2020-12-31,dnjournal_ytd,,com
anxiety.org,100000,USD,2023-12-31,dnjournal_ytd,,org
sydneytools.com,100000,USD,2024-12-31,dnjournal_ytd,,com
lifeinsurance.com.au,100000,USD,2020-12-31,dnjournal_ytd,,au
meta.io,100000,USD,2021-12-31,dnjournal_ytd,,io
payperclick.com,100000,USD,2018-01-31,zachwill_sampled,NamesCon,com
rkx.com,100000,USD,2024-12-31,dnjournal_ytd,,com
nevis.com,100000,USD,2023-12-31,dnjournal_ytd,,com
open.network,100000,USD,2024-12-31,dnjournal_ytd,,network
statistic.com,100000,USD,2023-12-31,dnjournal_ytd,,com
sandbagger.com,100000,USD,2024-12-31,dnjournal_ytd,,com
topfx.eu,100000,USD,2023-12-31,dnjournal_ytd,,eu
spring.net,100000,USD,2024-12-31,dnjournal_ytd,,net
b.et,100000,USD,2021-12-31,dnjournal_ytd,,et
fivenine.com,100000,USD,2020-12-31,dnjournal_ytd,,com
snitch.com,100000,USD,2024-12-31,dnjournal_ytd,,com
bti.com,100000,USD,2020-12-31,dnjournal_ytd,,com
nrh.com,100000,USD,2020-12-31,dnjournal_ytd,,com
crypto.co.uk,100000,USD,2024-12-31,dnjournal_ytd,,uk
photobooth.com,100000,USD,2024-12-31,dnjournal_ytd,,com
yotta.com,100000,USD,2019-04-19,zachwill_sampled,Sedo,com
mapy.com,100000,USD,2024-12-31,dnjournal_ytd,,com
wordplay.com,100000,USD,2022-12-31,dnjournal_ytd,,com
de.fi,100000,USD,2023-12-31,dnjournal_ytd,,fi
sleep.com.au,100000,USD,2020-12-31,dnjournal_ytd,,au
barri.com,100000,USD,2020-12-31,dnjournal_ytd,,com
paycard.com,100000,USD,2024-12-31,dnjournal_ytd,,com
winemaker.com,100000,USD,2020-12-31,dnjournal_ytd,,com
interlock.com,100000,USD,2020-12-31,dnjournal_ytd,,com
vaninsurance.com,100000,USD,2020-12-31,dnjournal_ytd,,com
mannequin.com,100000,USD,2022-12-31,dnjournal_ytd,,com
hiphi.com,99999,USD,2020-12-31,dnjournal_ytd,,com
drive.us,99999,USD,2022-12-31,dnjournal_ytd,,us
x.ar,99888,USD,2024-12-31,dnjournal_ytd,,ar
seedmagazine.com,99501,USD,2019-08-09,zachwill_sampled,GoDaddy,com
hot.co.uk,99500,USD,2022-12-31,dnjournal_ytd,,uk
thisav.com,99000,USD,2023-12-31,dnjournal_ytd,,com
stickerapp.eu,98699,USD,2026-06-11,dnjournal,Sedo,eu
m2.com,96800,USD,2022-12-31,dnjournal_ytd,,com
w.app,96000,USD,2023-12-31,dnjournal_ytd,,app
sports.gg,96000,USD,2022-12-31,dnjournal_ytd,,gg
create.xyz,95868,USD,2024-12-31,dnjournal_ytd,,xyz
handle.com,95378,USD,2018-03-23,zachwill_sampled,Sedo,com
articulate.ai,95000,USD,2024-12-31,dnjournal_ytd,,ai
expert.ai,95000,USD,2020-12-31,dnjournal_ytd,,ai
bezi.com,95000,USD,2023-12-31,dnjournal_ytd,,com
fg.org,95000,USD,2024-12-31,dnjournal_ytd,,org
twin.ai,95000,USD,2024-12-31,dnjournal_ytd,,ai
askme.com,95000,USD,2020-02-27,zachwill_sampled,NameJet,com
invent.ai,94900,USD,2024-12-31,dnjournal_ytd,,ai
lightrock.com,94888,USD,2020-12-31,dnjournal_ytd,,com
brasil.com,92250,USD,2022-12-31,dnjournal_ytd,,com
atnyumc.org,91770,USD,2026-06-14,dnjournal,Sedo,org
therapists.com,91183,USD,2020-12-31,dnjournal_ytd,,com
eclipse.xyz,90000,USD,2024-12-31,dnjournal_ytd,,xyz
ukg.com,90000,USD,2020-12-31,dnjournal_ytd,,com
hfm.com,90000,USD,2020-12-31,dnjournal_ytd,,com
curable.com,90000,USD,2022-12-31,dnjournal_ytd,,com
estates.com,90000,USD,2020-12-31,dnjournal_ytd,,com
miami.org,90000,USD,2024-12-31,dnjournal_ytd,,org
study.ai,90000,USD,2023-12-31,dnjournal_ytd,,ai
mountain.io,90000,USD,2022-12-31,dnjournal_ytd,,io
knowledgebase.com,90000,USD,2022-12-31,dnjournal_ytd,,com
travel.ai,90000,USD,2024-12-31,dnjournal_ytd,,ai
avatar.io,89999,USD,2021-12-31,dnjournal_ytd,,io
factoryoutlet.com,89999,USD,2020-12-31,dnjournal_ytd,,com
21.de,89857,USD,2019-06-20,zachwill_sampled,Sedo,de
ruby.io,88000,USD,2021-12-31,dnjournal_ytd,,io
factory.io,88000,USD,2021-12-31,dnjournal_ytd,,io
own.co,87750,USD,2021-12-31,dnjournal_ytd,,co
koffer.com,86892,USD,2018-06-28,zachwill_sampled,Sedo,com
7bet.com,86625,USD,2022-12-31,dnjournal_ytd,,com
factory.bg,86001,USD,2026-06-13,dnjournal,,bg
0778.com,86000,USD,2020-02-22,zachwill_sampled,GoDaddy,com
airops.com,85000,USD,2022-12-31,dnjournal_ytd,,com
feed.co,85000,USD,2018-06-05,zachwill_sampled,Sedo,co
c.gl,85000,USD,2015-12-01,zachwill_sampled,Flippa,gl
tranquil.com,85000,USD,2023-12-31,dnjournal_ytd,,com
alex.net,85000,USD,2021-12-31,dnjournal_ytd,,net
3339.com,85000,USD,2018-01-16,zachwill_sampled,NameJet,com
bestcrypto.com,85000,USD,2022-12-31,dnjournal_ytd,,com
wsb.com,85000,USD,2018-06-02,zachwill_sampled,Sedo,com
odyssey.ai,85000,USD,2024-12-31,dnjournal_ytd,,ai
halo.xyz,85000,USD,2024-12-31,dnjournal_ytd,,xyz
