domain,price,currency,date,source,venue,tld
citycafemboro.com,2500,USD,,dnjournal,,com
groupmed.com,4199,USD,,dnjournal,,com
overlandstorage.com,2500,USD,,dnjournal,,com
jline.com,4199,USD,,dnjournal,,com
click2.com,2455,USD,,dnjournal,,com
treblecone.com,4115,USD,,dnjournal,,com
goldbear.com,2388,USD,,dnjournal,,com
whistlepunks.com,4112,USD,,dnjournal,,com
eatitandsayyum.com,2350,USD,,dnjournal,,com
juvaskin.com,4100,USD,,dnjournal,,com
crik.com,2320,USD,,dnjournal,,com
roygbiv.com,4000,USD,,dnjournal,,com
consciouslabs.com,2317,USD,,dnjournal,,com
theharoldnyc.com,3935,USD,,dnjournal,,com
callboy.com,2305,USD,,dnjournal,,com
quantumpath.com,3804,USD,,dnjournal,,com
braindesign.com,2302,USD,,dnjournal,,com
energyhome.com,3679,USD,,dnjournal,,com
blackgoldmovie.com,2301,USD,,dnjournal,,com
maamsirla.com,3650,USD,,dnjournal,,com
legacyhealthcare.com,2300,USD,,dnjournal,,com
mouldcheesefestival.com,3600,USD,,dnjournal,,com
metrobrewing.com,2272,USD,,dnjournal,,com
orbion.com,3600,USD,,dnjournal,,com
untoldwanderlust.com,2272,USD,,dnjournal,,com
twise.com,3600,USD,,dnjournal,,com
qualitygrillparts.com,2257,USD,,dnjournal,,com
intelligentglass.com,3599,USD,,dnjournal,,com
revistaepsi.com,2251,USD,,dnjournal,,com
forexrates.com,3580,USD,,dnjournal,,com
seattleandsound.com,2251,USD,,dnjournal,,com
davidolsonlaw-firm.com,3568,USD,,dnjournal,,com
atoseoul.com,2250,USD,,dnjournal,,com
rocksoft.com,3513,USD,,dnjournal,,com
hotwaterbrewingco.com,2218,USD,,dnjournal,,com
energysolar.com,3500,USD,,dnjournal,,com
msag.com,2211,USD,,dnjournal,,com
panono.com,3433,USD,,dnjournal,,com
highgroundorganics.com,2165,USD,,dnjournal,,com
yefimbronfman.com,3401,USD,,dnjournal,,com
openflight.com,2155,USD,,dnjournal,,com
chatfield.com,3356,USD,,dnjournal,,com
blackstarbeer.com,2150,USD,,dnjournal,,com
alphasite.com,3213,USD,,dnjournal,,com
predata.com,2150,USD,,dnjournal,,com
funkybowbeercompany.com,3100,USD,,dnjournal,,com
saidiyahartman.com,2150,USD,,dnjournal,,com
nutrilink.com,3024,USD,,dnjournal,,com
wvfuneralboard.com,2150,USD,,dnjournal,,com
epicdesign.com,3010,USD,,dnjournal,,com
kristasimmons.com,2111,USD,,dnjournal,,com
devtec.com,3006,USD,,dnjournal,,com
legacydispensers.com,2050,USD,,dnjournal,,com
coxpavilion.com,3000,USD,,dnjournal,,com
novabusiness.com,2049,USD,,dnjournal,,com
matheo.com,2988,USD,,dnjournal,,com
throwdownkitchen.com,2018,USD,,dnjournal,,com
sixnet.com,2900,USD,,dnjournal,,com
reware.com,2002,USD,,dnjournal,,com
monikers.com,2722,USD,,dnjournal,,com
pleasantvilleschools.com,2000,USD,,dnjournal,,com
leyendabk.com,9250,USD,,dnjournal,,com
advizor.com,4821,USD,,dnjournal,,com
cente.com,4669,USD,,dnjournal,,com
tarobanews.com,4011,USD,,dnjournal,,com
ohiovalleypizza.com,3600,USD,,dnjournal,,com
vitalflux.com,3500,USD,,dnjournal,,com
calicotown.com,3200,USD,,dnjournal,,com
classon.com,3100,USD,,dnjournal,,com
collectivewisdom.com,3100,USD,,dnjournal,,com
lifecoachspotter.com,3011,USD,,dnjournal,,com
ramenizakayaakira.com,3000,USD,,dnjournal,,com
peniche.com,2950,USD,,dnjournal,,com
theinfluencerforum.com,2621,USD,,dnjournal,,com
thesweetandsimplekitchen.com,2451,USD,,dnjournal,,com
surfbreak.com,2450,USD,,dnjournal,,com
zesterdaily.com,2230,USD,,dnjournal,,com
dakotavoice.com,2150,USD,,dnjournal,,com
bsospirit.com,2113,USD,,dnjournal,,com
dnaancestryproject.com,2050,USD,,dnjournal,,com
eventsolution.com,2050,USD,,dnjournal,,com
austinmoon.com,3488,USD,,dnjournal,,com
htf.nl,8700,USD,,dnjournal,,nl
stickerapp.eu,8699,USD,,dnjournal,,eu
keez.it,8236,USD,,dnjournal,,it
tlg.co.uk,8120,USD,,dnjournal,,uk
ss.do,8111,USD,,dnjournal,,do
joana.ai,7995,USD,,dnjournal,,ai
fairino.eu,6960,USD,,dnjournal,,eu
bkw.at,6954,USD,,dnjournal,,at
bkw.fr,6380,USD,,dnjournal,,fr
youvsyou.de,5881,USD,,dnjournal,,de
gdi.es,5568,USD,,dnjournal,,es
mistr.ai,4640,USD,,dnjournal,,ai
savar.eu,4524,USD,,dnjournal,,eu
niscon.de,4407,USD,,dnjournal,,de
rsu.es,4060,USD,,dnjournal,,es
shadowhawk.de,4059,USD,,dnjournal,,de
booku.eu,3828,USD,,dnjournal,,eu
absorber.eu,3596,USD,,dnjournal,,eu
ai-ready.de,3483,USD,,dnjournal,,de
fit+409:435shop.ae,3480,USD,,dnjournal,,ae
phonehero.gr,3480,USD,,dnjournal,,gr
alemedia.de,3479,USD,,dnjournal,,de
incourt.de,3479,USD,,dnjournal,,de
vvvv.ch,3474,USD,,dnjournal,,ch
launchdarkly.eu,3399,USD,,dnjournal,,eu
hesky.de,3301,USD,,dnjournal,,de
giusti.cn,3190,USD,,dnjournal,,cn
valsport.de,3189,USD,,dnjournal,,de
baiko.fr,3074,USD,,dnjournal,,fr
deseo.fr,3074,USD,,dnjournal,,fr
flexoclean.de,2900,USD,,dnjournal,,de
primecars.de,2900,USD,,dnjournal,,de
dnae.de,2899,USD,,dnjournal,,de
listicles.de,2899,USD,,dnjournal,,de
guilds.eu,2886,USD,,dnjournal,,eu
enerstore.de,2761,USD,,dnjournal,,de
voxing.de,2761,USD,,dnjournal,,de
azpack.eu,2610,USD,,dnjournal,,eu
decorationdenoel.fr,2552,USD,,dnjournal,,fr
per.se,2552,USD,,dnjournal,,se
player.id,2500,USD,,dnjournal,,id
equinoxe.io,2450,USD,,dnjournal,,io
autobatterien.de,2320,USD,,dnjournal,,de
hgv.ch,2320,USD,,dnjournal,,ch
bkw.it,2900,USD,,dnjournal,,it
lucet.de,2900,USD,,dnjournal,,de
neway.eu,2320,USD,,dnjournal,,eu
verhoef.nl,2082,USD,,dnjournal,,nl
monde.nl,2030,USD,,dnjournal,,nl
china.fr,1740,USD,,dnjournal,,fr
homedesign.fr,1740,USD,,dnjournal,,fr
karlsson.nl,1739,USD,,dnjournal,,nl
emdee.nl,1734,USD,,dnjournal,,nl
sportstadion.nl,1508,USD,,dnjournal,,nl
key.si,1392,USD,,dnjournal,,si
liek.nl,1392,USD,,dnjournal,,nl
gardens.se,1386,USD,,dnjournal,,se
chamber.ch,1160,USD,,dnjournal,,ch
dames.nl,1160,USD,,dnjournal,,nl
ecotec.nl,1160,USD,,dnjournal,,nl
friedel.ch,1159,USD,,dnjournal,,ch
caractere.nl,1154,USD,,dnjournal,,nl
sijl.nl,1154,USD,,dnjournal,,nl
liberate.se,1044,USD,,dnjournal,,se
vair.nl,1043,USD,,dnjournal,,nl
accf.fr,1038,USD,,dnjournal,,fr
hobby.net,9999,USD,,dnjournal,,net
speakout.net,9888,USD,,dnjournal,,net
parkercenter.net,9015,USD,,dnjournal,,net
lately.org,8795,USD,,dnjournal,,org
imreadymovement.org,7750,USD,,dnjournal,,org
usd.vip,7617,USD,,dnjournal,,vip
pha.net,7541,USD,,dnjournal,,net
mashshare.net,7313,USD,,dnjournal,,net
tentables.net,7085,USD,,dnjournal,,net
bonaire.org,6950,USD,,dnjournal,,org
unternehmen.net,6349,USD,,dnjournal,,net
thankyou.org,5999,USD,,dnjournal,,org
and.net,5750,USD,,dnjournal,,net
rifuture.org,5750,USD,,dnjournal,,org
onetrade.net,5516,USD,,dnjournal,,net
ncadp.org,5099,USD,,dnjournal,,org
cascades.net,5000,USD,,dnjournal,,net
swing.finance,4988,USD,,dnjournal,,finance
koton.net,4400,USD,,dnjournal,,net
tbonline.info,4167,USD,,dnjournal,,info
disabilityworld.org,4000,USD,,dnjournal,,org
oasis.games,4000,USD,,dnjournal,,games
race.art,3850,USD,,dnjournal,,art
donar.net,3800,USD,,dnjournal,,net
deliresdencre.org,3650,USD,,dnjournal,,org
binghamton.org,3500,USD,,dnjournal,,org
odas.net,3450,USD,,dnjournal,,net
svs.org,3300,USD,,dnjournal,,org
redescuela.org,3211,USD,,dnjournal,,org
indigo.art,3105,USD,,dnjournal,,art
iros2024-abudhabi.org,3020,USD,,dnjournal,,org
hack.now,3000,USD,,dnjournal,,now
pbidde.org,2900,USD,,dnjournal,,org
tabernamadeira.net,2900,USD,,dnjournal,,net
memorable.org,2838,USD,,dnjournal,,org
afscarizona.org,2701,USD,,dnjournal,,org
iias.org,2700,USD,,dnjournal,,org
quell.org,2627,USD,,dnjournal,,org
imolin.org,2611,USD,,dnjournal,,org
iptracker.net,2499,USD,,dnjournal,,net
themetro.org,2488,USD,,dnjournal,,org
monarch.dev,2320,USD,,dnjournal,,dev
hammer.art,2300,USD,,dnjournal,,art
jrsa.org,2260,USD,,dnjournal,,org
genders.org,2251,USD,,dnjournal,,org
usaid.org,2251,USD,,dnjournal,,org
ralph-abraham.org,2251,USD,,dnjournal,,org
worldeatingdisordersday.org,2250,USD,,dnjournal,,org
isth2024.org,2161,USD,,dnjournal,,org
ahockeyworld.net,2150,USD,,dnjournal,,net
howtocompost.org,2051,USD,,dnjournal,,org
suspensionalquileres.org,2050,USD,,dnjournal,,org
gehfm.org,2016,USD,,dnjournal,,org
nostr.space,1958,USD,,dnjournal,,space
atom.com,750000,USD,,dnjournal,,com
mc.com,3000000,USD,,dnjournal,,com
domainbooth.com,275000,USD,,dnjournal,,com
green.com,7500000,USD,,dnjournal,,com
highlevel.com,1000000,USD,,dnjournal,,com
twig.com,695000,USD,,dnjournal,,com
neo.ai,275000,USD,,dnjournal,,ai
booth/atom.com,179995,USD,,dnjournal,,com
mainstreet.ai,100000,USD,,dnjournal,,ai
snagged.com,95000,USD,,dnjournal,,com
deploy.co,75000,USD,,dnjournal,,co
spark.finance,70000,USD,,dnjournal,,finance
adam.net,52200,USD,,dnjournal,,net
asterium.com,49000,USD,,dnjournal,,com
kneeclinic.com,21000,USD,,dnjournal,,com
veneers.de,20880,USD,,dnjournal,,de
miley.ai,19000,USD,,dnjournal,,ai
firma.ch,18809,USD,,dnjournal,,ch
reveal.gg,17085,USD,,dnjournal,,gg
xwinbet.com,9995,USD,,dnjournal,,com
qchip.com,9000,USD,,dnjournal,,com
veridon.com,6940,USD,,dnjournal,,com
metasmile.com,6000,USD,,dnjournal,,com
fenestram.com,3495,USD,,dnjournal,,com
cloudskill.com,5516,USD,,dnjournal,,com
petaki.com,3488,USD,,dnjournal,,com
smilen.com,5500,USD,,dnjournal,,com
pactpurse.com,3356,USD,,dnjournal,,com
paybi.com,5316,USD,,dnjournal,,com
corrida.com,3350,USD,,dnjournal,,com
nauria.com,5095,USD,,dnjournal,,com
trexbet.com,3300,USD,,dnjournal,,com
hrabe.com,5000,USD,,dnjournal,,com
parkagent.com,3000,USD,,dnjournal,,com
leadtrainer.com,5000,USD,,dnjournal,,com
webspin.com,3000,USD,,dnjournal,,com
fastmodels.com,4999,USD,,dnjournal,,com
covenantcounseling.com,2999,USD,,dnjournal,,com
lumeron.com,4960,USD,,dnjournal,,com
ongather.com,2999,USD,,dnjournal,,com
yardpoint.com,4960,USD,,dnjournal,,com
raemy.com,2999,USD,,dnjournal,,com
sabercompany.com,4825,USD,,dnjournal,,com
batilec.com,2995,USD,,dnjournal,,com
omega-advisory.com,4800,USD,,dnjournal,,com
execwatch.com,2950,USD,,dnjournal,,com
gparchitects.com,4799,USD,,dnjournal,,com
silvermancapital.com,2950,USD,,dnjournal,,com
darkroomstudio.com,4788,USD,,dnjournal,,com
vadere.com,2900,USD,,dnjournal,,com
sofid.com,4628,USD,,dnjournal,,com
formhost.com,2888,USD,,dnjournal,,com
hercapital.com,4588,USD,,dnjournal,,com
dealsofday.com,2799,USD,,dnjournal,,com
addin.com,4500,USD,,dnjournal,,com
kyotic.com,2700,USD,,dnjournal,,com
everparks.com,4499,USD,,dnjournal,,com
typedock.com,2595,USD,,dnjournal,,com
infiniteammo.com,4416,USD,,dnjournal,,com
humanbasis.com,2499,USD,,dnjournal,,com
doityourway.com,4408,USD,,dnjournal,,com
solutionheroes.com,2499,USD,,dnjournal,,com
canopytechnology.com,4295,USD,,dnjournal,,com
systemeo.com,2395,USD,,dnjournal,,com
vaultstreet.com,4199,USD,,dnjournal,,com
fortheblue.com,2339,USD,,dnjournal,,com
techportal.com,4000,USD,,dnjournal,,com
canident.com,2320,USD,,dnjournal,,com
findaforest.com,3995,USD,,dnjournal,,com
echoid.com,2300,USD,,dnjournal,,com
morrano.com,3988,USD,,dnjournal,,com
herdconsulting.com,2299,USD,,dnjournal,,com
spyvault.com,3988,USD,,dnjournal,,com
lumifly.com,2230,USD,,dnjournal,,com
travians.com,3919,USD,,dnjournal,,com
emergent3d.com,2095,USD,,dnjournal,,com
matfactory.com,3770,USD,,dnjournal,,com
betechwise.com,2000,USD,,dnjournal,,com
crewdynamics.com,3750,USD,,dnjournal,,com
dodon.com,2000,USD,,dnjournal,,com
railnexus.com,3600,USD,,dnjournal,,com
drivemate.com,2000,USD,,dnjournal,,com
shutterexchange.com,3600,USD,,dnjournal,,com
fcharge.com,2000,USD,,dnjournal,,com
theskinclinicians.com,3499,USD,,dnjournal,,com
partscorp.com,2000,USD,,dnjournal,,com
avantedesign.com,3495,USD,,dnjournal,,com
thunder.io,179995,USD,,dnjournal,,io
chargecloud.eu,9844,USD,,dnjournal,,eu
fandango.eu,14848,USD,,dnjournal,,eu
hkp.de,10439,USD,,dnjournal,,de
mentimeter.de,8700,USD,,dnjournal,,de
meu.se,8700,USD,,dnjournal,,se
bike24.ee,8468,USD,,dnjournal,,ee
enox.de,8120,USD,,dnjournal,,de
bak.nl,6090,USD,,dnjournal,,nl
doggy.at,6032,USD,,dnjournal,,at
aod.nl,4640,USD,,dnjournal,,nl
akten.nl,1450,USD,,dnjournal,,nl
homerun.be,1148,USD,,dnjournal,,be
ufb.co,4700,USD,,dnjournal,,co
room99.de,4639,USD,,dnjournal,,de
und.se,2900,USD,,dnjournal,,se
thestack.eu,4639,USD,,dnjournal,,eu
visionstudios.de,2900,USD,,dnjournal,,de
baldur.ch,4628,USD,,dnjournal,,ch
autoforsale.de,2899,USD,,dnjournal,,de
phonenumbers.in,4299,USD,,dnjournal,,in
chief-ai-officer.de,2761,USD,,dnjournal,,de
coco.tv,3900,USD,,dnjournal,,tv
deskflow.de,2761,USD,,dnjournal,,de
cbx.it,3712,USD,,dnjournal,,it
flowerclub.de,2761,USD,,dnjournal,,de
hauptbahnhof.ch,3712,USD,,dnjournal,,ch
neto.es,2750,USD,,dnjournal,,es
healthylongevity.de,3480,USD,,dnjournal,,de
openarc.de,2668,USD,,dnjournal,,de
steuerberater-online.de,3480,USD,,dnjournal,,de
utterly.co,2660,USD,,dnjournal,,co
comfyclub.de,3479,USD,,dnjournal,,de
cataracte.fr,2435,USD,,dnjournal,,fr
skava.de,3479,USD,,dnjournal,,de
rcpro.fr,2435,USD,,dnjournal,,fr
xian.li,3474,USD,,dnjournal,,li
brenna.ai,2400,USD,,dnjournal,,ai
tony.se,3190,USD,,dnjournal,,se
doggy.es,2320,USD,,dnjournal,,es
wecards.de,3189,USD,,dnjournal,,de
easystrom.de,2320,USD,,dnjournal,,de
briefheld.de,2900,USD,,dnjournal,,de
harpers.eu,2320,USD,,dnjournal,,eu
bus4you.de,2900,USD,,dnjournal,,de
hn.hn,2222,USD,,dnjournal,,hn
shadow.fi,2900,USD,,dnjournal,,fi
rink.ca,2000,USD,,dnjournal,,ca
domainlore.uk,1330,USD,,dnjournal,,uk
ia.gratis,9000,USD,,dnjournal,,gratis
kai.xyz,85000,USD,,dnjournal,,xyz
unisol.net,6844,USD,,dnjournal,,net
gulag.xyz,5000,USD,,dnjournal,,xyz
cadence.health,4988,USD,,dnjournal,,health
city.biz,4750,USD,,dnjournal,,biz
caribbean.info,3500,USD,,dnjournal,,info
heco.group,3000,USD,,dnjournal,,group
archangel.design,2988,USD,,dnjournal,,design
binder.group,2500,USD,,dnjournal,,group
hugobet.net,2500,USD,,dnjournal,,net
loop.video,2200,USD,,dnjournal,,video
sketch.art,1900,USD,,dnjournal,,art
leonardo.art,1550,USD,,dnjournal,,art
420.com,500000,USD,,dnjournal,,com
superapp.com,130000,USD,,dnjournal,,com
amnesia.com,110000,USD,,dnjournal,,com
xxx.now,50000,USD,,dnjournal,,now
gratitude.now,12988,USD,,dnjournal,,now
archipelago.eu,17550,USD,,dnjournal,,eu
token.com,2017825,USD,,dnjournal,,com
club.com,10000000,USD,,dnjournal,,com
nas.com,1250000,USD,,dnjournal,,com
k-ventures/atom.com,110000,USD,,dnjournal,,com
persecuted.com,75000,USD,,dnjournal,,com
pet.pro,35000,USD,,dnjournal,,pro
betrust.com,28230,USD,,dnjournal,,com
vivari.com,22999,USD,,dnjournal,,com
microsoftfoundry.com,20000,USD,,dnjournal,,com
dfnz.com,18720,USD,,dnjournal,,com
escape.now,17500,USD,,dnjournal,,now
evo.domains,17500,USD,,dnjournal,,domains
padelbreaks.com,13483,USD,,dnjournal,,com
basic.in,12000,USD,,dnjournal,,in
.o,11995,USD,,dnjournal,,o
thinkn.com,9995,USD,,dnjournal,,com
1.com,7968,USD,,dnjournal,,com
xfiliate.com,3570,USD,,dnjournal,,com
uecornella.com,7020,USD,,dnjournal,,com
picktwo.com,3500,USD,,dnjournal,,com
joybook.com,6940,USD,,dnjournal,,com
topsend.com,3500,USD,,dnjournal,,com
lionstech.com,6000,USD,,dnjournal,,com
madeinstitute.com,3499,USD,,dnjournal,,com
voyastar.com,5890,USD,,dnjournal,,com
w47.com,3495,USD,,dnjournal,,com
helfen.com,5719,USD,,dnjournal,,com
vovx.com,3490,USD,,dnjournal,,com
westernchemicals.com,5665,USD,,dnjournal,,com
genielabs.com,3375,USD,,dnjournal,,com
imonline.com,5500,USD,,dnjournal,,com
searchvisibility.com,3375,USD,,dnjournal,,com
siplus.com,5500,USD,,dnjournal,,com
powerkeys.com,3270,USD,,dnjournal,,com
oketo.com,5382,USD,,dnjournal,,com
dodubai.com,3000,USD,,dnjournal,,com
testwe.com,5061,USD,,dnjournal,,com
nimbusphere.com,3000,USD,,dnjournal,,com
desalvo.com,5000,USD,,dnjournal,,com
teddychen.com,3000,USD,,dnjournal,,com
feetworld.com,5000,USD,,dnjournal,,com
nenoa.com,2999,USD,,dnjournal,,com
neovista.com,5000,USD,,dnjournal,,com
s8tv.com,2999,USD,,dnjournal,,com
twile.com,5000,USD,,dnjournal,,com
fitnesscompound.com,2988,USD,,dnjournal,,com
institutionalyield.com,4999,USD,,dnjournal,,com
freedomknights.com,2855,USD,,dnjournal,,com
simplenature.com,4999,USD,,dnjournal,,com
dinomountain.com,2805,USD,,dnjournal,,com
bitwindow.com,4745,USD,,dnjournal,,com
startyourketojourney.com,2800,USD,,dnjournal,,com
mathgym.com,4563,USD,,dnjournal,,com
humanbusinessworks.com,2700,USD,,dnjournal,,com
lbtrading.com,4500,USD,,dnjournal,,com
spinra.com,2600,USD,,dnjournal,,com
maisonhq.com,4499,USD,,dnjournal,,com
lowenzahn.com,2574,USD,,dnjournal,,com
purplemd.com,4499,USD,,dnjournal,,com
invvs.com,2500,USD,,dnjournal,,com
glitchgirl.com,4300,USD,,dnjournal,,com
termiteusa.com,2500,USD,,dnjournal,,com
thaimag.com,4199,USD,,dnjournal,,com
trueiceland.com,2500,USD,,dnjournal,,com
cosmeticdentistrynyc.com,4000,USD,,dnjournal,,com
y80.com,2500,USD,,dnjournal,,com
justdumped.com,3999,USD,,dnjournal,,com
simplymandys.com,2400,USD,,dnjournal,,com
statable.com,3999,USD,,dnjournal,,com
gohotel.com,2340,USD,,dnjournal,,com
supermode.com,3800,USD,,dnjournal,,com
lagenceimmo.com,2340,USD,,dnjournal,,com
jinovo.com,3795,USD,,dnjournal,,com
peanut-patch.com,2340,USD,,dnjournal,,com
landan.com,3697,USD,,dnjournal,,com
fertilityone.com,2000,USD,,dnjournal,,com
bluemoonmusic.com,3590,USD,,dnjournal,,com
